departamento_id,departamento_nombre,provincia_id,provincia_nombre,anio,semanas_epidemiologicas,evento_nombre,grupo_edad_id,grupo_edad_desc,cantidad_casos
21,BARILOCHE,62,Río Negro,2021,41,Enfermedad tipo influenza (ETI),4,2 a 4,1
21,BARILOCHE,62,Río Negro,2021,41,Bronquiolitis en menores de 2 años (sin especificar),1,< 6 m,1
21,BARILOCHE,62,Río Negro,2021,41,Bronquiolitis en menores de 2 años (sin especificar),2,6 a 11 m,1
98,URUGUAY,30,Entre Ríos,2021,38,Enfermedad tipo influenza (ETI),3,12 a 23 m,3
56,PIRANÉ,34,Formosa,2021,42,Enfermedad tipo influenza (ETI),10,35 a 44,1
56,PIRANÉ,34,Formosa,2021,42,Enfermedad tipo influenza (ETI),11,45 a 64,7
56,PIRANÉ,34,Formosa,2021,42,Bronquiolitis en menores de 2 años (sin especificar),1,< 6 m,2
91,SAN MARTÍN,70,San Juan,2021,49,Enfermedad tipo influenza (ETI),3,12 a 23 m,1
91,SAN MARTÍN,70,San Juan,2021,49,Bronquiolitis en menores de 2 años (sin especificar),2,6 a 11 m,1
49,LAS HERAS,50,Mendoza,2021,25,Enfermedad tipo influenza (ETI),5,5 a 9,1
49,LAS HERAS,50,Mendoza,2021,25,Enfermedad tipo influenza (ETI),6,10 a 14,1
49,LAS HERAS,50,Mendoza,2021,25,Neumonía en pacientes ambulatorios,2,6 a 11 m,1
49,LAS HERAS,50,Mendoza,2021,25,Neumonía en pacientes ambulatorios,4,2 a 4,2
49,LAS HERAS,50,Mendoza,2021,25,Neumonía en pacientes ambulatorios,9,25 a 34,1
49,LAS HERAS,50,Mendoza,2021,25,Neumonía en pacientes ambulatorios,12,65 a 74,1
14,EL CARMEN,38,Jujuy,2021,24,Enfermedad tipo influenza (ETI),11,45 a 64,1
14,EL CARMEN,38,Jujuy,2021,24,Enfermedad tipo influenza (ETI),12,65 a 74,1
14,EL CARMEN,38,Jujuy,2021,24,Enfermedad tipo influenza (ETI),13,>= a 75,1
14,EL CARMEN,38,Jujuy,2021,30,Enfermedad tipo influenza (ETI),1,< 6 m,2
14,EL CARMEN,38,Jujuy,2021,30,Enfermedad tipo influenza (ETI),4,2 a 4,2
14,EL CARMEN,38,Jujuy,2021,30,Enfermedad tipo influenza (ETI),8,20 a 24,3
14,EL CARMEN,38,Jujuy,2021,30,Enfermedad tipo influenza (ETI),9,25 a 34,2
14,EL CARMEN,38,Jujuy,2021,30,Enfermedad tipo influenza (ETI),10,35 a 44,1
14,EL CARMEN,38,Jujuy,2021,30,Enfermedad tipo influenza (ETI),11,45 a 64,2
14,EL CARMEN,38,Jujuy,2021,30,Enfermedad tipo influenza (ETI),12,65 a 74,1
63,PICHI MAHUIDA,62,Río Negro,2020,33,Enfermedad tipo influenza (ETI),2,6 a 11 m,1
63,PICHI MAHUIDA,62,Río Negro,2020,33,Enfermedad tipo influenza (ETI),8,20 a 24,1
63,PICHI MAHUIDA,62,Río Negro,2020,33,Enfermedad tipo influenza (ETI),9,25 a 34,3
63,PICHI MAHUIDA,62,Río Negro,2020,33,Enfermedad tipo influenza (ETI),11,45 a 64,1
35,AVELLANEDA,6,Buenos Aires,2020,30,Neumonía (sin especificar),8,20 a 24,1
7,CAPITAL,50,Mendoza,2020,36,Neumonía en pacientes internados,2,6 a 11 m,1
21,DR. MANUEL BELGRANO,38,Jujuy,2021,33,Neumonía (sin especificar),10,35 a 44,1
21,DR. MANUEL BELGRANO,38,Jujuy,2021,33,Neumonía (sin especificar),11,45 a 64,1
11,COMUNA 11,2,CABA,2021,36,Enfermedad tipo influenza (ETI),1,< 6 m,2
11,COMUNA 11,2,CABA,2021,36,Enfermedad tipo influenza (ETI),3,12 a 23 m,1
11,COMUNA 11,2,CABA,2021,36,Enfermedad tipo influenza (ETI),4,2 a 4,20
11,COMUNA 11,2,CABA,2021,36,Enfermedad tipo influenza (ETI),5,5 a 9,27
11,COMUNA 11,2,CABA,2021,36,Enfermedad tipo influenza (ETI),6,10 a 14,12
11,COMUNA 11,2,CABA,2021,36,Neumonía (sin especificar),5,5 a 9,1
11,COMUNA 11,2,CABA,2021,36,Enfermedad tipo influenza (ETI),1,< 6 m,1
11,COMUNA 11,2,CABA,2021,36,Enfermedad tipo influenza (ETI),2,6 a 11 m,1
11,COMUNA 11,2,CABA,2021,36,Enfermedad tipo influenza (ETI),3,12 a 23 m,7
11,COMUNA 11,2,CABA,2021,36,Enfermedad tipo influenza (ETI),4,2 a 4,16
11,COMUNA 11,2,CABA,2021,36,Enfermedad tipo influenza (ETI),5,5 a 9,10
11,COMUNA 11,2,CABA,2021,36,Enfermedad tipo influenza (ETI),6,10 a 14,6
98,URUGUAY,30,Entre Ríos,2021,38,Enfermedad tipo influenza (ETI),8,20 a 24,2
98,URUGUAY,30,Entre Ríos,2021,38,Enfermedad tipo influenza (ETI),11,45 a 64,1
98,URUGUAY,30,Entre Ríos,2021,38,Enfermedad tipo influenza (ETI),13,>= a 75,1
140,SAN FERNANDO,22,Chaco,2021,51,Enfermedad tipo influenza (ETI),8,20 a 24,1
98,BERISSO,6,Buenos Aires,2021,9,Enfermedad tipo influenza (ETI),12,65 a 74,9
84,LIBERTADOR GENERAL SAN MARTÍN,22,Chaco,2021,27,Enfermedad tipo influenza (ETI),4,2 a 4,1
84,LIBERTADOR GENERAL SAN MARTÍN,22,Chaco,2021,27,Enfermedad tipo influenza (ETI),5,5 a 9,3
84,LIBERTADOR GENERAL SAN MARTÍN,22,Chaco,2021,27,Enfermedad tipo influenza (ETI),9,25 a 34,2
84,LIBERTADOR GENERAL SAN MARTÍN,22,Chaco,2021,27,Neumonía (sin especificar),8,20 a 24,2
84,LIBERTADOR GENERAL SAN MARTÍN,22,Chaco,2021,27,Neumonía (sin especificar),10,35 a 44,1
84,LIBERTADOR GENERAL SAN MARTÍN,22,Chaco,2021,27,Neumonía (sin especificar),11,45 a 64,1
98,SAN MARTÍN,50,Mendoza,2021,29,Enfermedad tipo influenza (ETI),3,12 a 23 m,3
98,SAN MARTÍN,50,Mendoza,2021,29,Enfermedad tipo influenza (ETI),7,15 a 19,1
98,SAN MARTÍN,50,Mendoza,2021,29,Enfermedad tipo influenza (ETI),9,25 a 34,2
98,SAN MARTÍN,50,Mendoza,2021,29,Enfermedad tipo influenza (ETI),12,65 a 74,2
8,COMUNA 8,2,CABA,2021,26,Enfermedad tipo influenza (ETI),10,35 a 44,1
8,COMUNA 8,2,CABA,2021,26,Neumonía (sin especificar),4,2 a 4,1
8,COMUNA 8,2,CABA,2021,26,Bronquiolitis en menores de 2 años (sin especificar),3,12 a 23 m,1
35,LEDESMA,38,Jujuy,2021,19,Enfermedad tipo influenza (ETI),4,2 a 4,1
35,LEDESMA,38,Jujuy,2021,19,Enfermedad tipo influenza (ETI),9,25 a 34,1
35,LEDESMA,38,Jujuy,2021,19,Enfermedad tipo influenza (ETI),11,45 a 64,1
11,COMUNA 11,2,CABA,2021,36,Neumonía (sin especificar),3,12 a 23 m,1
11,COMUNA 11,2,CABA,2021,36,Neumonía (sin especificar),4,2 a 4,1
98,RÍO CUARTO,14,Córdoba,2021,45,Enfermedad tipo influenza (ETI),3,12 a 23 m,1
98,RÍO CUARTO,14,Córdoba,2021,45,Enfermedad tipo influenza (ETI),5,5 a 9,1
98,RÍO CUARTO,14,Córdoba,2021,45,Enfermedad tipo influenza (ETI),10,35 a 44,1
98,RÍO CUARTO,14,Córdoba,2021,45,Enfermedad tipo influenza (ETI),13,>= a 75,1
21,CAPITAL,18,Corrientes,2021,45,Enfermedad tipo influenza (ETI),8,20 a 24,2
21,CAPITAL,18,Corrientes,2021,45,Enfermedad tipo influenza (ETI),11,45 a 64,3
28,CAPITAL,54,Misiones,2021,27,Bronquiolitis en menores de 2 años (sin especificar),3,12 a 23 m,1
63,SAN PEDRO,38,Jujuy,2021,21,Enfermedad tipo influenza (ETI),4,2 a 4,1
63,SAN PEDRO,38,Jujuy,2021,21,Enfermedad tipo influenza (ETI),6,10 a 14,1
63,SAN PEDRO,38,Jujuy,2021,21,Enfermedad tipo influenza (ETI),7,15 a 19,1
63,SAN PEDRO,38,Jujuy,2021,21,Enfermedad tipo influenza (ETI),8,20 a 24,2
63,SAN PEDRO,38,Jujuy,2021,21,Enfermedad tipo influenza (ETI),9,25 a 34,1
63,SAN PEDRO,38,Jujuy,2021,21,Enfermedad tipo influenza (ETI),10,35 a 44,4
63,SAN PEDRO,38,Jujuy,2021,21,Enfermedad tipo influenza (ETI),11,45 a 64,4
63,SAN PEDRO,38,Jujuy,2021,21,Enfermedad tipo influenza (ETI),12,65 a 74,1
274,FLORENCIO VARELA,6,Buenos Aires,2021,29,Enfermedad tipo influenza (ETI),1,< 6 m,43
274,FLORENCIO VARELA,6,Buenos Aires,2021,29,Enfermedad tipo influenza (ETI),2,6 a 11 m,34
274,FLORENCIO VARELA,6,Buenos Aires,2021,29,Enfermedad tipo influenza (ETI),3,12 a 23 m,56
21,CAPITAL,42,La Pampa,2021,42,Bronquiolitis en menores de 2 años (sin especificar),1,< 6 m,2
133,QUITILIPI,22,Chaco,2021,14,Enfermedad tipo influenza (ETI),1,< 6 m,2
133,QUITILIPI,22,Chaco,2021,14,Enfermedad tipo influenza (ETI),2,6 a 11 m,3
133,QUITILIPI,22,Chaco,2021,14,Enfermedad tipo influenza (ETI),4,2 a 4,2
133,QUITILIPI,22,Chaco,2021,14,Enfermedad tipo influenza (ETI),5,5 a 9,2
133,QUITILIPI,22,Chaco,2021,14,Enfermedad tipo influenza (ETI),7,15 a 19,1
133,QUITILIPI,22,Chaco,2021,14,Enfermedad tipo influenza (ETI),10,35 a 44,1
133,QUITILIPI,22,Chaco,2021,14,Neumonía (sin especificar),12,65 a 74,1
133,QUITILIPI,22,Chaco,2021,14,Bronquiolitis en menores de 2 años (sin especificar),3,12 a 23 m,1
140,SAN FERNANDO,22,Chaco,2021,36,Enfermedad tipo influenza (ETI),9,25 a 34,3
63,SAN PEDRO,38,Jujuy,2021,10,Enfermedad tipo influenza (ETI),3,12 a 23 m,1
63,SAN PEDRO,38,Jujuy,2021,10,Enfermedad tipo influenza (ETI),4,2 a 4,3
63,SAN PEDRO,38,Jujuy,2021,10,Enfermedad tipo influenza (ETI),5,5 a 9,1
63,SAN PEDRO,38,Jujuy,2021,10,Enfermedad tipo influenza (ETI),6,10 a 14,2
63,SAN PEDRO,38,Jujuy,2021,11,Enfermedad tipo influenza (ETI),3,12 a 23 m,2
63,SAN PEDRO,38,Jujuy,2021,11,Enfermedad tipo influenza (ETI),4,2 a 4,2
63,SAN PEDRO,38,Jujuy,2021,11,Enfermedad tipo influenza (ETI),5,5 a 9,1
63,SAN PEDRO,38,Jujuy,2021,11,Enfermedad tipo influenza (ETI),6,10 a 14,6
112,TRANCAS,90,Tucumán,2021,3,Enfermedad tipo influenza (ETI),6,10 a 14,1
15,CONCORDIA,30,Entre Ríos,2021,30,Enfermedad tipo influenza (ETI),11,45 a 64,1
42,CHIMBAS,70,San Juan,2021,29,Enfermedad tipo influenza (ETI),1,< 6 m,1
42,CHIMBAS,70,San Juan,2021,29,Enfermedad tipo influenza (ETI),4,2 a 4,2
42,CHIMBAS,70,San Juan,2021,29,Enfermedad tipo influenza (ETI),6,10 a 14,1
42,CHIMBAS,70,San Juan,2021,29,Neumonía (sin especificar),6,10 a 14,1
42,CHIMBAS,70,San Juan,2021,30,Enfermedad tipo influenza (ETI),3,12 a 23 m,1
42,CHIMBAS,70,San Juan,2021,30,Enfermedad tipo influenza (ETI),4,2 a 4,1
42,CHIMBAS,70,San Juan,2021,30,Enfermedad tipo influenza (ETI),7,15 a 19,1
28,CAPITAL,54,Misiones,2021,18,Enfermedad tipo influenza (ETI),3,12 a 23 m,1
28,CAPITAL,54,Misiones,2021,18,Enfermedad tipo influenza (ETI),4,2 a 4,4
28,CAPITAL,54,Misiones,2021,18,Enfermedad tipo influenza (ETI),8,20 a 24,1
28,CAPITAL,54,Misiones,2021,18,Enfermedad tipo influenza (ETI),11,45 a 64,1
28,CAPITAL,54,Misiones,2021,19,Enfermedad tipo influenza (ETI),1,< 6 m,1
28,CAPITAL,54,Misiones,2021,19,Enfermedad tipo influenza (ETI),2,6 a 11 m,1
28,CAPITAL,54,Misiones,2021,19,Enfermedad tipo influenza (ETI),3,12 a 23 m,1
28,CAPITAL,54,Misiones,2021,19,Enfermedad tipo influenza (ETI),4,2 a 4,2
28,CAPITAL,54,Misiones,2021,19,Enfermedad tipo influenza (ETI),5,5 a 9,2
28,CAPITAL,54,Misiones,2021,19,Enfermedad tipo influenza (ETI),11,45 a 64,2
427,LA MATANZA,6,Buenos Aires,2021,19,Enfermedad tipo influenza (ETI),3,12 a 23 m,2
427,LA MATANZA,6,Buenos Aires,2021,19,Enfermedad tipo influenza (ETI),4,2 a 4,1
14,EL CARMEN,38,Jujuy,2021,30,Enfermedad tipo influenza (ETI),13,>= a 75,1
21,CAPITAL,18,Corrientes,2021,24,Neumonía en pacientes ambulatorios,3,12 a 23 m,1
21,CAPITAL,18,Corrientes,2021,24,Neumonía en pacientes ambulatorios,4,2 a 4,2
35,JUNÍN,50,Mendoza,2021,20,Enfermedad tipo influenza (ETI),2,6 a 11 m,1
35,JUNÍN,50,Mendoza,2021,20,Enfermedad tipo influenza (ETI),5,5 a 9,1
35,JUNÍN,50,Mendoza,2021,20,Enfermedad tipo influenza (ETI),8,20 a 24,2
35,JUNÍN,50,Mendoza,2021,20,Enfermedad tipo influenza (ETI),9,25 a 34,10
35,JUNÍN,50,Mendoza,2021,20,Enfermedad tipo influenza (ETI),10,35 a 44,6
35,JUNÍN,50,Mendoza,2021,20,Enfermedad tipo influenza (ETI),11,45 a 64,10
35,JUNÍN,50,Mendoza,2021,20,Enfermedad tipo influenza (ETI),12,65 a 74,1
35,JUNÍN,50,Mendoza,2021,20,Neumonía en pacientes ambulatorios,11,45 a 64,1
28,CAPITAL,54,Misiones,2021,15,Enfermedad tipo influenza (ETI),9,25 a 34,1
28,CAPITAL,54,Misiones,2021,15,Enfermedad tipo influenza (ETI),10,35 a 44,1
21,CASTELLANOS,82,Santa Fe,2021,18,Neumonía en pacientes ambulatorios,8,20 a 24,1
21,CASTELLANOS,82,Santa Fe,2021,18,Neumonía en pacientes internados,8,20 a 24,1
63,GENERAL PAZ,18,Corrientes,2021,17,Enfermedad tipo influenza (ETI),4,2 a 4,1
63,GENERAL PAZ,18,Corrientes,2021,17,Enfermedad tipo influenza (ETI),6,10 a 14,1
140,SAN FERNANDO,22,Chaco,2020,35,Enfermedad tipo influenza (ETI),6,10 a 14,2
140,SAN FERNANDO,22,Chaco,2020,35,Enfermedad tipo influenza (ETI),7,15 a 19,4
140,SAN FERNANDO,22,Chaco,2020,35,Enfermedad tipo influenza (ETI),8,20 a 24,2
140,SAN FERNANDO,22,Chaco,2020,35,Enfermedad tipo influenza (ETI),9,25 a 34,3
35,LEDESMA,38,Jujuy,2021,19,Neumonía en pacientes ambulatorios,6,10 a 14,1
36,12 DE OCTUBRE,22,Chaco,2021,13,Enfermedad tipo influenza (ETI),5,5 a 9,2
36,12 DE OCTUBRE,22,Chaco,2021,13,Enfermedad tipo influenza (ETI),10,35 a 44,1
36,12 DE OCTUBRE,22,Chaco,2021,13,Enfermedad tipo influenza (ETI),11,45 a 64,1
329,GENERAL LAS HERAS,6,Buenos Aires,2020,31,Enfermedad tipo influenza (ETI),3,12 a 23 m,2
329,GENERAL LAS HERAS,6,Buenos Aires,2020,31,Enfermedad tipo influenza (ETI),4,2 a 4,2
329,GENERAL LAS HERAS,6,Buenos Aires,2020,31,Enfermedad tipo influenza (ETI),5,5 a 9,4
329,GENERAL LAS HERAS,6,Buenos Aires,2020,31,Enfermedad tipo influenza (ETI),6,10 a 14,4
329,GENERAL LAS HERAS,6,Buenos Aires,2020,31,Enfermedad tipo influenza (ETI),7,15 a 19,3
329,GENERAL LAS HERAS,6,Buenos Aires,2020,31,Enfermedad tipo influenza (ETI),9,25 a 34,1
329,GENERAL LAS HERAS,6,Buenos Aires,2020,31,Enfermedad tipo influenza (ETI),10,35 a 44,2
329,GENERAL LAS HERAS,6,Buenos Aires,2020,31,Enfermedad tipo influenza (ETI),11,45 a 64,3
329,GENERAL LAS HERAS,6,Buenos Aires,2020,31,Enfermedad tipo influenza (ETI),13,>= a 75,2
329,GENERAL LAS HERAS,6,Buenos Aires,2020,31,Enfermedad tipo influenza (ETI),17,Edad Sin Esp.,4
329,GENERAL LAS HERAS,6,Buenos Aires,2020,31,Neumonía en pacientes ambulatorios,13,>= a 75,2
49,GENERAL GÜEMES,66,Salta,2020,35,Enfermedad tipo influenza (ETI),7,15 a 19,2
8,COMUNA 8,2,CABA,2020,14,Bronquiolitis en menores de 2 años (sin especificar),2,6 a 11 m,1
476,LOBERÍA,6,Buenos Aires,2021,50,Neumonía en pacientes internados,13,>= a 75,2
434,LANÚS,6,Buenos Aires,2021,47,Enfermedad tipo influenza (ETI),7,15 a 19,1
434,LANÚS,6,Buenos Aires,2021,47,Enfermedad tipo influenza (ETI),8,20 a 24,2
98,RÍO CUARTO,14,Córdoba,2021,14,Enfermedad tipo influenza (ETI),17,Edad Sin Esp.,30
98,RÍO CUARTO,14,Córdoba,2021,14,Neumonía en pacientes internados,10,35 a 44,1
98,RÍO CUARTO,14,Córdoba,2021,14,Neumonía en pacientes internados,11,45 a 64,1
98,RÍO CUARTO,14,Córdoba,2021,14,Neumonía (sin especificar),10,35 a 44,1
98,RÍO CUARTO,14,Córdoba,2021,14,Neumonía (sin especificar),11,45 a 64,1
14,DESEADO,78,Santa Cruz,2021,17,Enfermedad tipo influenza (ETI),6,10 a 14,1
14,DESEADO,78,Santa Cruz,2021,17,Enfermedad tipo influenza (ETI),7,15 a 19,1
14,DESEADO,78,Santa Cruz,2021,17,Enfermedad tipo influenza (ETI),9,25 a 34,1
14,DESEADO,78,Santa Cruz,2021,17,Enfermedad tipo influenza (ETI),10,35 a 44,2
14,DESEADO,78,Santa Cruz,2021,17,Enfermedad tipo influenza (ETI),12,65 a 74,1
49,LAS HERAS,50,Mendoza,2021,22,Neumonía en pacientes ambulatorios,6,10 a 14,1
49,LAS HERAS,50,Mendoza,2021,22,Neumonía en pacientes ambulatorios,8,20 a 24,2
49,LAS HERAS,50,Mendoza,2021,22,Neumonía en pacientes ambulatorios,10,35 a 44,1
49,LAS HERAS,50,Mendoza,2021,22,Neumonía en pacientes ambulatorios,11,45 a 64,3
49,LAS HERAS,50,Mendoza,2021,22,Neumonía en pacientes ambulatorios,13,>= a 75,1
105,RÍO PRIMERO,14,Córdoba,2021,16,Neumonía en pacientes ambulatorios,17,Edad Sin Esp.,1
7,BELLA VISTA,18,Corrientes,2020,36,Enfermedad tipo influenza (ETI),4,2 a 4,1
7,BELLA VISTA,18,Corrientes,2020,36,Enfermedad tipo influenza (ETI),5,5 a 9,1
7,BELLA VISTA,18,Corrientes,2020,36,Enfermedad tipo influenza (ETI),7,15 a 19,2
7,BELLA VISTA,18,Corrientes,2020,36,Enfermedad tipo influenza (ETI),8,20 a 24,1
98,SAN MARTÍN,50,Mendoza,2021,37,Enfermedad tipo influenza (ETI),3,12 a 23 m,1
